Month,DayofMonth,DayOfWeek,DepTime,UniqueCarrier,Origin,Dest,Distance,dep_delayed_15min
7,27,4,1607,CO,EWR,RDU,416,Y
5,19,4,1151,NW,MSP,ANC,2518,N
12,11,1,1907,AA,DCA,DFW,1192,N
7,24,1,1901,UA,DEN,MSY,1062,N
4,19,3,622,HA,HNL,OGG,100,N
10,3,2,1718,WN,FLL,HOU,957,N
12,18,1,633,WN,SEA,LAS,866,N
8,6,6,1233,AA,LAX,DFW,1235,N
9,15,5,1612,YV,ORD,PIT,412,N
5,18,4,1936,XE,IAH,LIT,374,N
11,23,3,750,WN,PHX,SMF,647,N
1,27,4,2110,OH,CMH,CVG,116,N
6,23,4,715,WN,TPA,JAX,180,N
4,23,7,1050,WN,JAX,BNA,484,N
2,27,1,1446,XE,RDU,IAH,1043,N
4,6,4,730,WN,ISP,RSW,1101,N
10,14,6,1708,OH,PHL,CVG,507,N
5,6,6,1448,WN,SAN,SMF,480,Y
9,30,5,549,MQ,ABI,DFW,158,N
10,23,1,1923,OO,SLC,RAP,508,N
12,14,3,827,MQ,BTR,DFW,383,N
5,8,7,1120,WN,PDX,OAK,543,N
7,4,1,2038,AA,DFW,PDX,1616,N
11,12,7,822,WN,SMF,SAN,480,N
8,20,6,1151,DH,LAS,IAD,2066,N
5,25,3,659,US,DCA,ORD,612,N
6,30,4,1456,NW,DTW,PWM,668,Y
2,28,1,1144,NW,BNA,MEM,200,N
7,2,6,1207,US,SJU,BOS,1674,N
12,9,6,1604,NW,BOS,DTW,632,N
4,3,1,605,YV,JFK,IAD,228,N
8,20,7,1545,WN,GEG,SEA,224,Y
1,24,1,2154,FL,BWI,DAY,406,Y
7,29,6,1933,NW,MEM,GPT,324,N
12,10,7,1911,F9,STL,DEN,770,N
6,11,7,1255,AA,DFW,ORF,1213,N
1,16,1,2127,NW,DTW,IND,231,Y
10,4,2,1845,DL,SFO,HNL,2398,Y
6,17,6,1424,EV,ATL,ICT,781,N
9,28,4,1806,YV,PHX,OMA,1037,N
5,10,3,810,WN,BHM,MDW,570,Y
11,14,2,1648,XE,IAH,TYS,772,N
5,15,1,713,US,MYR,CLT,156,N
2,20,7,2159,UA,SEA,ANC,1449,Y
4,24,1,826,US,RSW,CLT,600,N
4,11,1,851,US,BOS,LGA,185,N
10,5,4,1348,AA,DFW,ABQ,569,Y
6,26,7,1421,HP,PHX,PDX,1009,Y
7,27,3,630,WN,BNA,BWI,588,N
5,6,6,958,CO,IAH,SAN,1303,Y
12,20,3,755,UA,IAD,ORD,589,N
1,28,5,920,WN,DAL,AUS,189,N
3,12,7,604,OO,RNO,SFO,192,N
11,30,3,1656,XE,CLE,IND,261,N
8,11,4,2043,DL,DCA,ATL,547,Y
2,9,3,1706,AS,BUR,SEA,937,N
10,25,3,713,CO,EWR,PBI,1024,N
9,29,4,1032,MQ,AMA,DFW,313,N
3,22,3,804,US,BOS,PHL,280,Y
2,4,5,1959,OO,MRY,LAX,267,N
4,1,5,1445,XE,CLT,IAH,913,N
10,25,3,1640,WN,LAS,RNO,345,Y
1,7,5,630,WN,CLE,BWI,314,N
10,22,6,850,OH,CVG,SRQ,812,N
12,26,1,1538,DL,ATL,BHM,134,N
11,7,1,1226,US,CLT,MYR,156,N
9,17,7,929,WN,HOU,MCO,848,N
11,12,7,949,UA,SFO,IAD,2419,N
4,28,4,1759,US,LGA,BOS,185,N
5,1,7,1907,MQ,DFW,CLT,936,N
1,4,2,2052,WN,BHM,MSY,321,N
2,25,5,1839,DL,GSO,ATL,306,N
9,28,4,1755,XE,IAH,HRL,295,N
7,25,1,812,OO,SLC,IDA,188,N
8,21,7,1129,HP,ATL,PHX,1587,N
7,11,1,1738,WN,PDX,PHX,1009,Y
2,21,1,842,OO,SAN,LAX,109,N
4,8,6,1033,XE,BWI,EWR,169,N
12,16,5,1308,CO,IAH,ATL,689,N
9,5,1,1041,DL,MCO,ATL,403,N
7,31,7,1320,WN,PHX,SJC,621,N
3,22,2,1139,UA,DCA,ORD,612,N
7,10,7,1143,AA,DFW,ABQ,569,N
11,18,5,2120,WN,BUR,PHX,369,N
2,22,2,925,WN,BWI,MHT,377,N
6,22,4,2034,US,PHL,CLT,448,N
10,3,2,1851,AA,SFO,LAX,337,N
3,31,4,1405,WN,MCO,SDF,718,N
8,30,2,559,AA,ORD,LGA,733,N
9,13,3,1847,XE,LFT,IAH,201,N
5,23,2,849,NW,DTW,MBS,98,N
7,27,4,1248,OO,SNA,SFO,372,N
11,8,3,1427,WN,PHX,SLC,507,N
11,23,4,1850,UA,BOS,IAD,413,N
3,27,7,1121,DL,SLC,HNL,2994,N
9,17,6,943,AA,SAT,DFW,247,N
10,3,1,1225,HA,ITO,HNL,216,N
5,1,1,1805,WN,ONT,PHX,325,N
9,22,5,1120,OH,CAK,CVG,214,N
5,9,1,2019,HP,LAS,SEA,866,N
2,3,4,724,US,PIT,EWR,319,N
10,4,2,1029,UA,DEN,EWR,1605,N
10,29,7,1403,WN,HOU,LIT,393,N
4,29,5,1501,EV,TRI,ATL,227,N
6,24,6,1923,YV,ORD,AVP,631,N
9,28,4,1725,MQ,VPS,DFW,626,N
4,7,4,1316,US,DTW,DCA,405,N
2,2,3,25,B6,SMF,JFK,2521,N
1,20,4,825,WN,TUS,SAN,367,N
6,21,3,1545,MQ,ORD,EVV,273,N
2,19,6,1049,HA,HNL,LIH,102,N
6,11,6,825,DH,IAD,ALB,325,N
12,14,3,2039,DL,ATL,SNA,1919,N
4,21,4,745,FL,MCI,ATL,692,N
12,25,7,1722,DL,ATL,STL,483,N
11,28,2,752,OH,LGA,CMH,478,N
1,26,3,1705,WN,DAL,LBB,293,N
2,2,4,1236,WN,MSY,MCO,550,Y
11,7,2,1939,DL,ATL,OKC,761,Y
4,16,7,1730,OH,CVG,AZO,225,N
2,22,3,1800,EV,EVV,ATL,350,Y
2,24,5,1940,DL,MSY,ATL,425,N
3,13,7,1609,US,PHX,CLT,1774,N
6,2,5,2149,DL,ATL,DFW,732,Y
4,23,6,1230,WN,BUR,SJC,296,N
11,17,5,1539,OO,DEN,RAP,301,N
8,27,7,2139,XE,IAD,EWR,213,Y
1,4,3,914,MQ,DFW,JAN,408,N
8,6,6,1028,HP,PHX,PDX,1009,Y
10,31,2,800,OO,ACV,CEC,56,N
11,28,2,2011,WN,BHM,TPA,460,N
1,27,4,805,WN,RNO,LAS,345,N
4,25,1,2212,B6,SAN,JFK,2446,N
6,2,5,1043,AA,DFW,JFK,1391,N
5,4,4,2036,XE,CLE,MSP,622,N
5,2,2,955,WN,BHM,BNA,177,N
9,12,2,1132,NW,LGA,MSP,1020,N
2,7,2,1710,AS,ADQ,ANC,252,Y
6,26,7,742,UA,IAD,LAX,2288,Y
2,3,5,1705,OO,FAT,SLC,501,N
4,14,5,1323,XE,IAH,LIT,374,N
8,7,7,553,MQ,FSM,DFW,228,N
6,24,5,839,MQ,DFW,HOU,247,N
7,12,2,1140,OO,DEN,MFR,964,N
11,22,3,1057,UA,BOS,DEN,1754,N
9,5,2,818,OH,ATL,SAT,874,N
5,23,2,823,CO,DCA,IAH,1208,N
11,13,7,830,WN,BUF,BWI,281,N
4,6,4,1847,UA,DEN,FLL,1703,Y
10,6,5,746,XE,MSN,CLE,402,N
4,28,5,2000,EV,ATL,MLU,448,N
9,1,4,559,OH,PIT,CVG,256,N
4,14,4,1547,XE,EWR,MEM,946,N
4,14,4,2035,AA,ORD,PHX,1440,N
4,7,5,1929,NW,MSP,SAT,1097,N
11,7,2,940,YV,ORD,CAK,344,Y
12,23,6,1246,WN,GEG,LAS,806,N
12,15,4,1156,UA,FLL,ORD,1182,Y
10,5,3,1745,WN,PVD,BWI,328,N
10,24,2,1949,OO,DEN,AUS,775,N
10,25,3,614,WN,BOI,SLC,291,N
3,3,4,1336,MQ,ORD,CMI,135,N
6,12,7,805,WN,HOU,MSY,303,N
4,4,2,926,UA,LAS,SFO,414,Y
1,28,5,834,HP,AUS,PHX,872,N
9,5,1,1659,DL,ATL,SAT,874,N
6,11,6,1700,OH,DAB,CVG,711,Y
12,3,7,1111,UA,SFO,DEN,967,N
1,18,2,904,MQ,RDU,JFK,426,N
10,13,5,1026,NW,DTW,LAN,74,N
6,10,5,1850,CO,CLE,MCO,895,N
6,30,5,1204,WN,MCO,STL,880,N
6,5,7,1731,NW,DTW,GSP,508,Y
8,25,4,1216,NW,MCI,MSP,393,N
9,9,5,2230,DL,LAX,JFK,2475,N
9,21,4,1631,WN,SAN,LAS,258,N
3,24,4,1359,UA,LAX,DFW,1235,Y
7,20,4,1918,US,SFO,LAS,414,Y
11,14,2,810,HA,ITO,OGG,121,N
2,13,7,2156,B6,OAK,IAD,2408,N
10,13,4,1530,WN,PHX,PVD,2277,N
10,9,1,651,XE,EWR,DAY,533,N
7,4,1,2013,OO,SFO,SBA,262,N
8,29,2,1546,OO,DEN,LNK,423,N
12,19,1,1759,HP,LAS,SNA,226,Y
11,11,5,1740,WN,BWI,SLC,1864,N
11,29,3,642,OO,SMX,LAX,135,N
12,16,6,1512,AA,OGG,LAX,2486,N
6,6,2,859,US,PHX,DFW,868,N
8,26,6,1806,CO,IAH,SEA,1874,N
5,26,5,629,F9,LAS,DEN,629,N
8,25,4,1530,WN,MDW,BHM,570,N
2,20,7,1654,MQ,BNA,LGA,764,N
8,28,1,1158,AA,SMF,DFW,1431,Y
2,22,3,1222,MQ,RST,ORD,268,N
4,4,2,1948,DL,ATL,JAN,341,N
3,11,5,800,WN,HOU,DAL,239,N
11,4,5,1543,NW,RAP,MSP,490,N
11,23,4,1606,WN,PHL,RDU,336,N
1,14,5,2122,UA,ORD,BDL,783,Y
9,20,3,1101,MQ,CMH,LGA,478,Y
8,18,4,741,CO,IAH,MIA,964,N
5,5,5,1429,YV,IAD,PWM,494,N
1,31,2,1114,YV,ORD,BNA,409,N
6,19,1,717,OO,COD,DEN,392,N
7,22,6,846,US,DCA,BOS,399,N
5,13,5,638,UA,BOS,SFO,2704,N
4,20,4,1536,UA,LGA,DEN,1619,Y
6,30,4,1901,DL,ATL,DAB,366,N
3,9,4,622,OO,CLD,LAX,86,N
11,18,6,1716,MQ,GRK,DFW,134,N
11,19,7,855,US,MSP,LAS,1300,N
3,29,2,1923,EV,ATL,TLH,223,N
12,26,1,1703,UA,CLT,DEN,1337,N
3,13,1,2351,UA,ORD,GRR,137,Y
4,5,2,1220,EV,ATL,FAY,331,N
8,8,1,1813,WN,PHX,LAX,370,Y
8,8,1,900,OH,CVG,PHL,507,N
12,7,3,1252,MQ,DFW,XNA,281,Y
11,17,4,855,WN,MHT,MDW,838,N
8,18,5,2149,WN,LAX,LAS,236,N
7,7,4,1424,NW,DEN,MSP,680,N
5,30,2,1549,US,LAX,PHX,370,N
1,28,5,617,AA,SFO,DFW,1464,N
12,12,2,1609,UA,MCO,ORD,1005,N
6,28,3,2143,US,CLT,BWI,361,N
8,18,5,2137,US,CLT,ABE,481,N
7,12,3,1106,CO,IAH,EWR,1400,Y
12,26,1,1936,FL,MEM,ATL,332,N
6,26,7,916,EV,ATL,TUP,253,N
1,16,7,700,WN,LBB,AUS,341,N
5,24,3,955,WN,SMF,ONT,389,N
12,27,2,2015,WN,BWI,BUF,281,N
9,5,1,1234,DL,FLL,CVG,932,N
7,29,6,705,US,ILM,CLT,185,N
10,9,7,1229,WN,LAS,PHX,256,Y
10,13,4,1840,US,PBI,PHL,951,Y
6,6,2,1222,FL,ATL,MIA,595,N
11,15,3,1453,WN,BNA,BWI,588,N
5,4,4,602,US,PVD,PHL,238,N
3,22,3,1652,CO,EWR,SNA,2433,N
7,1,5,1302,MQ,GSO,DFW,999,N
12,11,7,737,US,FLL,PHL,992,N
6,6,1,1217,F9,DEN,LAX,862,N
4,8,5,1531,AA,DFW,AUS,190,N
6,3,6,1755,WN,LAS,SAT,1069,Y
1,20,4,759,MQ,ORD,CLE,316,N
4,26,2,1032,B6,JFK,TPA,1005,N
3,20,7,1828,OO,FAR,DEN,627,N
6,7,2,1702,AA,DFW,LGA,1389,N
10,16,1,1220,OO,ORD,CID,196,N
10,27,5,1510,DL,ATL,MSY,425,Y
8,2,3,642,NW,DCA,MSP,931,N
2,19,7,808,MQ,DFW,PNS,604,Y
7,3,1,1713,WN,MDW,MCI,405,N
8,21,7,1345,AA,MCO,SJU,1189,Y
6,25,6,2102,B6,JFK,SLC,1989,N
3,20,7,804,DH,BTV,IAD,442,N
4,10,1,1916,NW,IND,LGA,659,Y
7,4,2,2108,UA,DEN,SLC,391,N
8,10,3,1943,AA,DFW,OKC,175,N
7,27,3,626,CO,CLE,IAH,1091,N
10,8,7,1809,DL,JAX,ATL,270,N
1,13,5,1511,DL,ATL,JAX,270,N
9,24,7,1920,NW,EWR,MSP,1008,Y
10,12,4,1557,XE,CLE,RDU,416,N
10,7,5,1734,DL,BDL,CVG,661,N
10,24,1,1836,AS,SIT,JNU,95,N
3,4,5,1002,OO,DEN,COS,72,N
9,12,2,641,UA,SFO,PDX,550,N
12,18,1,1051,DL,ATL,TPA,406,N
4,4,1,836,US,IAD,CLT,321,N
4,9,7,821,OO,EKO,SLC,200,N
1,4,2,1636,DL,ATL,MSY,425,N
5,21,7,722,AA,STL,MSY,604,N
4,29,6,1600,WN,HOU,SAT,192,Y
9,24,6,1727,FL,IND,ATL,432,N
10,21,6,818,XE,EWR,RDU,416,N
6,14,3,1543,DL,ATL,LAX,1946,Y
8,4,4,1130,WN,MDW,DTW,229,Y
5,5,5,2025,AA,ORD,SJC,1829,N
10,27,4,1111,DL,SAV,ATL,215,N
7,4,2,1101,WN,PHX,SNA,338,Y
8,23,3,1456,AA,ABQ,DFW,569,N
2,19,7,1126,AS,SEA,DFW,1660,N
8,27,6,1706,MQ,DBQ,ORD,147,N
4,15,5,645,EV,CHO,ATL,457,N
4,24,7,1105,WN,MCO,BWI,787,N
1,6,4,721,UA,BOI,DEN,649,N
5,22,7,812,DH,SAV,IAD,515,N
5,25,4,1252,AA,ORD,SEA,1721,Y
11,9,3,855,OH,CVG,ORD,264,N
4,21,4,935,WN,BHM,HOU,570,N
2,23,3,1522,DL,SLC,PDX,630,Y
9,29,5,723,AA,SAN,DFW,1171,N
8,10,4,2023,WN,BWI,BDL,283,N
5,16,1,1812,AA,AUS,LAX,1242,N
6,18,7,619,OO,SLC,DEN,391,N
2,20,7,832,UA,BOS,LAX,2611,N
8,16,3,1705,OH,JFK,RDU,426,N
12,14,3,732,AA,PVD,ORD,849,N
11,9,4,1050,EV,CHA,ATL,106,N
6,13,2,1010,UA,BDL,IAD,326,N
9,26,2,1227,WN,LAS,PHX,256,N
8,18,5,1259,XE,IAH,STL,668,N
11,11,6,1432,YV,CHS,ORD,760,N
4,4,2,1453,CO,IAH,PHX,1009,N
9,14,3,2039,HP,LAX,LAS,236,N
2,2,4,923,EV,ATL,ABE,692,N
10,16,1,848,WN,HOU,AUS,148,Y
11,14,1,938,XE,MKE,EWR,725,N
3,26,6,945,WN,BHM,MSY,321,N
9,4,7,2038,OO,SLC,COS,410,N
6,28,3,1549,MQ,SGF,ORD,438,Y
12,10,7,1029,WN,LBB,LAS,775,N
11,28,2,1507,AA,DFW,JAX,919,N
11,9,3,635,US,EWR,CLT,529,N
12,6,3,1442,EV,MYR,ATL,317,N
8,15,1,1024,CO,MCO,EWR,938,N
3,13,1,2258,B6,JFK,BUF,301,Y
2,21,2,644,AA,SNA,DFW,1205,N
7,5,3,850,OH,CLE,CVG,221,Y
5,19,4,852,UA,ORD,CLT,599,Y
4,11,1,816,XE,MAF,IAH,429,N
6,19,7,745,MQ,ORF,MIA,802,N
2,9,3,612,EV,BQK,ATL,238,N
6,2,5,1631,FL,ATL,BMI,533,N
12,20,2,1421,CO,EWR,ATL,745,N
3,25,5,1352,DL,ATL,MEM,332,N
3,31,5,1114,CO,SFO,EWR,2565,N
4,29,5,2115,OH,CLT,ATL,227,N
11,2,3,1133,MQ,MDT,ORD,594,N
7,11,2,1330,AS,OAK,SNA,371,N
6,13,1,738,US,BOS,CLT,728,N
10,26,4,1904,US,BOS,DCA,399,Y
3,20,7,1206,NW,FLL,IND,1005,Y
2,1,2,1341,NW,MEM,DTW,610,N
8,10,4,829,AS,BUR,SEA,937,Y
7,3,1,2101,WN,SLC,PHX,507,N
9,17,7,1918,YV,PHX,PSP,261,N
6,2,5,1334,UA,SNA,ORD,1726,N
11,27,7,1259,XE,RIC,EWR,278,N
12,12,1,952,NW,FLL,DTW,1127,Y
11,2,4,1551,CO,EWR,RSW,1068,Y
10,8,6,711,HP,BWI,PHX,1999,N
1,22,7,1730,WN,SMF,SAN,480,Y
9,26,1,1143,XE,CLE,ORF,435,N
9,14,4,1445,WN,MHT,MDW,838,N
12,23,6,749,YV,CLT,ORF,290,N
7,20,3,1725,UA,LGA,ORD,733,Y
8,8,2,731,CO,IAH,FLL,965,N
6,17,6,1925,FL,MCO,PHL,861,N
7,17,1,606,AS,LAX,SEA,954,N
6,27,2,1024,DL,CVG,ATL,373,N
12,5,1,1531,NW,MSP,MKE,297,N
3,27,1,1650,AS,SEA,SMF,605,N
7,15,6,952,MQ,LAS,LAX,236,N
9,23,6,1005,NW,DTW,MYR,636,N
7,7,5,2333,EV,ATL,SGF,563,Y
11,20,7,1530,MQ,ORD,BUF,473,N
6,12,1,655,UA,OMA,DEN,472,N
1,27,4,2122,EV,ATL,GNV,300,N
5,2,1,1955,MQ,RDU,STL,667,N
9,26,1,1901,AA,JFK,LAX,2475,N
8,2,2,940,US,CLT,MIA,650,N
7,27,4,708,NW,DTW,FLL,1127,N
1,30,7,1631,AA,DCA,DFW,1192,N
1,22,6,1608,AA,BOS,LAX,2611,Y
3,8,2,743,OO,ORD,FWA,157,N
2,16,3,2029,US,PHL,BWI,90,N
12,23,6,1937,CO,PBI,EWR,1024,N
1,20,5,1740,YV,LAX,LAS,236,N
3,19,7,1925,WN,LAX,MDW,1750,Y
2,28,2,625,WN,SAT,ELP,496,N
9,4,7,1029,DL,LGA,BOS,185,N
10,27,5,2119,OO,ORD,FWA,157,Y
4,1,6,925,WN,LAX,SAT,1210,N
12,30,5,1241,OO,LAX,SBP,155,N
2,9,3,706,NW,MSP,EWR,1008,N
5,30,2,1806,AA,BDL,DFW,1471,N
5,9,1,713,NW,MSP,DCA,931,N
3,19,7,855,NW,BZN,MSP,874,Y
12,31,7,1724,MQ,LGA,RDU,431,N
7,11,2,645,MQ,SAN,LAX,109,N
2,28,2,1520,UA,SEA,SFO,679,N
8,7,1,1300,NW,MCO,MEM,683,N
2,24,5,1753,UA,ORD,ATL,606,N
3,4,5,1009,NW,MEM,DCA,762,Y
10,7,6,1644,YV,IAD,CHS,441,N
6,13,1,1039,DH,PIT,IAD,183,N
2,15,2,1030,WN,MDW,BNA,395,N
8,5,6,654,NW,MCI,MSP,393,N
8,25,5,2035,US,ORD,PHL,678,Y
1,13,4,842,OO,LAX,SNA,36,N
4,12,3,1014,UA,DEN,BWI,1491,N
1,5,3,805,WN,HOU,BNA,670,N
3,31,4,1814,WN,BNA,BWI,588,Y
2,20,1,918,XE,PNS,IAH,489,N
4,13,3,2042,DL,SLC,DEN,391,N
1,30,1,1804,OO,LAX,PSP,110,Y
3,20,7,549,DL,MEM,ATL,332,N
9,26,1,1954,MQ,GRK,DFW,134,N
8,13,6,1440,WN,MAF,DAL,319,N
8,7,1,617,OO,PSP,DEN,776,N
7,28,5,1909,WN,MHT,MDW,838,Y
10,5,4,1322,YV,HNL,KOA,163,N
2,27,1,1340,YV,MEM,IAD,742,Y
9,12,2,858,XE,CLE,BNA,448,N
1,20,4,1207,CO,MIA,EWR,1086,N
11,30,3,1703,NW,DTW,ORD,235,N
11,28,2,1935,MQ,SAN,LAX,109,N
12,19,1,1041,NW,IAH,MSP,1034,N
9,24,6,905,WN,MDW,SAN,1728,N
3,28,2,1532,DL,ATL,BHM,134,N
7,9,6,2141,DL,ATL,BWI,576,Y
1,31,1,2235,OO,LAX,MRY,267,N
9,5,1,1655,OO,MOD,SFO,78,N
4,10,7,233,AS,ANC,SEA,1449,N
11,19,7,2028,US,PHX,SEA,1107,N
7,10,1,727,DL,ATL,FLL,581,N
1,18,3,1328,CO,SFO,CLE,2161,Y
3,12,7,748,UA,LAX,LAS,236,N
2,27,7,1137,WN,HOU,BNA,670,Y
3,28,1,902,OO,SLC,SGU,269,N
2,2,4,1714,AA,STL,TPA,869,Y
10,30,1,1223,MQ,RST,ORD,268,N
12,27,3,1431,CO,IAH,CLE,1091,N
5,22,1,2055,MQ,DFW,FWA,859,Y
10,6,5,523,HA,HNL,ITO,216,N
7,30,6,907,DL,ATL,IAD,533,N
8,25,4,1632,NW,MOT,MSP,449,N
1,15,7,1635,WN,BOI,SEA,399,N
6,6,1,2258,DL,ATL,ORD,606,Y
1,6,5,1657,MQ,DCA,LGA,214,N
4,17,1,1732,WN,LAS,DEN,629,N
10,4,2,1950,WN,OKC,MCI,313,N
12,2,5,1844,UA,ORD,CLE,316,N
11,20,7,810,WN,MCO,ISP,972,N
11,7,1,753,OO,RAP,DEN,301,N
11,24,4,1715,EV,MLB,ATL,443,Y
1,5,3,737,FL,BWI,FLL,925,N
6,27,2,1910,DL,ATL,LAS,1747,N
7,9,7,843,B6,BOS,IAD,413,N
9,18,1,2041,XE,EWR,MCI,1092,Y
2,27,1,1732,XE,MEM,EWR,946,N
6,17,6,1335,WN,MHT,BWI,377,N
6,27,2,943,NW,DTW,SAN,1957,N
12,9,6,726,WN,MHT,TPA,1204,N
10,18,2,1729,MQ,LBB,DFW,282,N
6,22,4,1504,NW,TVC,DTW,207,N
4,1,6,1757,UA,ORD,DCA,612,N
4,21,5,1615,WN,ABQ,PDX,1111,N
4,13,4,1020,UA,DEN,LGA,1619,N
8,23,3,1236,YV,ORD,PWM,900,Y
11,14,1,829,UA,DEN,SMF,910,N
11,29,2,1008,MQ,DFW,AMA,313,N
1,28,6,1440,MQ,DCA,JFK,213,N
7,26,3,1923,EV,ATL,IAH,689,Y
9,19,2,2055,CO,IAH,PHX,1009,N
12,3,7,1558,US,LAS,FLL,2174,N
8,12,5,1852,NW,LAN,DTW,74,N
10,6,4,1231,DL,CVG,RSW,879,N
12,18,1,1906,OO,CPR,DEN,230,Y
9,4,1,2011,UA,BOS,IAD,413,Y
9,4,1,2249,UA,LAX,PHL,2401,N
1,20,5,1230,OH,DAY,CVG,64,N
9,5,1,1728,NW,GRB,DTW,288,N
6,8,3,902,XE,IAH,IND,845,N
11,7,2,1058,CO,EWR,TPA,998,N
9,2,6,1902,DL,CVG,SAN,1865,N
10,11,3,1852,XE,PVD,EWR,160,Y
5,6,6,1803,XE,CLE,DAY,162,N
12,21,4,1620,WN,MDW,RDU,632,N
9,1,4,1829,DL,DCA,LGA,214,N
8,31,3,658,US,SEA,PHL,2378,N
12,15,5,1101,WN,PHL,PVD,238,N
6,19,1,1123,OH,MCI,CVG,539,N
1,21,5,1248,AA,ORD,MCI,403,N
12,3,6,1455,OH,DCA,CMH,322,N
12,24,6,1231,OO,ORD,LEX,323,Y
8,3,3,630,WN,BNA,BWI,588,N
10,5,3,1349,DL,PNS,ATL,272,N
8,18,5,1713,DL,DEN,ATL,1199,N
11,5,6,803,MQ,RDU,LGA,431,N
5,18,3,1732,DL,ATL,HSV,151,N
2,4,6,1937,YV,ORD,GSP,577,Y
6,23,5,1010,OH,CVG,MCI,539,N
12,31,7,1625,YV,OGG,HNL,100,N
3,11,5,731,CO,IAH,MSY,305,N
1,19,3,2131,TZ,EWR,MDW,711,Y
9,24,6,1900,US,FLL,BOS,1237,N
9,19,2,817,UA,LAS,IAD,2066,N
10,24,2,1728,DL,MCO,SLC,1929,N
6,15,3,1112,OO,SLC,IDA,188,N
1,18,2,1850,NW,MSP,AZO,426,N
8,17,4,1219,AS,OAK,SNA,371,N
10,17,1,1624,OO,PHX,LAX,370,Y
8,2,2,1413,AA,ORD,LGA,733,Y
3,5,6,1745,AA,DFW,SJC,1438,N
8,17,4,1622,UA,CLT,ORD,599,N
9,1,4,754,MQ,DCA,BOS,399,N
10,1,6,555,AA,AUS,ORD,978,N
6,8,3,757,US,PIT,CLT,366,N
7,25,1,1730,XE,IAH,OMA,781,Y
6,16,5,2054,F9,LAS,DEN,629,N
3,10,4,659,MQ,LGA,BOS,185,N
1,19,4,1613,NW,SAT,DTW,1215,N
4,5,2,555,CO,AUS,IAH,140,N
4,21,4,803,MQ,ORD,BUF,473,N
9,25,7,802,DL,DCA,ATL,547,N
8,7,1,745,MQ,ORD,TOL,214,N
12,21,3,519,HA,HNL,OGG,100,N
9,15,4,1814,UA,ORD,PVD,849,N
5,8,1,802,AA,STL,RSW,979,N
4,29,5,1051,OH,CVG,ABE,503,N
12,26,1,1504,NW,MSP,LAS,1300,Y
2,7,2,1700,EV,ATL,MOB,302,Y
10,2,1,1859,UA,ORD,SFO,1846,Y
3,23,3,1012,FL,ATL,TPA,406,N
3,12,6,1059,MQ,HSV,DFW,603,N
10,12,3,2050,XE,CLE,MSN,402,N
6,21,3,2102,WN,TPA,HOU,781,Y
11,21,1,746,UA,RIC,ORD,642,N
8,9,3,2108,NW,DTW,PVD,614,N
2,15,2,1553,CO,DCA,IAH,1208,N
5,3,3,1112,AA,MIA,ORD,1197,N
4,16,7,1328,MQ,VPS,DFW,626,N
11,21,1,1516,NW,LGA,MSP,1020,Y
1,22,7,1311,OO,EUG,SLC,619,N
8,8,1,1752,NW,MSP,BZN,874,Y
1,4,3,2015,OO,DEN,EUG,997,N
3,13,7,1348,UA,SMF,ORD,1781,N
11,14,2,1035,WN,ISP,LAS,2283,N
2,28,1,2218,DL,ATL,CHS,259,Y
9,25,1,2037,US,PHL,FLL,992,N
7,2,7,1925,OO,SGU,SLC,269,Y
2,9,3,1447,US,PHL,TPA,920,N
9,14,3,1852,DH,ORD,IAD,589,N
1,11,2,1828,AA,SJU,PHL,1576,N
2,22,2,639,HP,SAN,PHX,304,N
2,21,1,1736,UA,DEN,SMF,910,N
5,29,1,813,AA,SJU,BOS,1674,N
11,28,1,903,AA,DCA,MIA,920,Y
7,21,5,1854,CO,EWR,SFO,2565,Y
2,1,3,921,XE,DSM,IAH,802,N
1,20,4,1603,OO,LAX,FAT,209,N
5,16,1,553,TZ,LGA,MDW,725,N
12,1,5,1820,YV,SBA,PHX,455,N
4,24,7,1918,US,RDU,CLT,130,N
10,18,3,639,UA,DSM,DEN,589,N
11,24,4,649,CO,CMH,EWR,462,N
3,5,6,1517,EV,TPA,RDU,587,N
1,15,7,952,AA,LAS,SJC,386,N
6,20,1,1411,US,CLT,ORD,599,Y
1,1,6,940,WN,BHM,SDF,323,N
3,14,2,950,WN,MDW,OAK,1844,Y
8,19,6,1927,CO,IAH,TPA,787,Y
4,11,2,1554,EV,RDU,CVG,390,N
12,15,5,903,XE,JAX,IAH,817,Y
3,30,3,2159,B6,MCO,JFK,944,Y
4,16,7,1324,XE,BRO,IAH,308,N
7,28,4,1354,NW,DTW,GRR,120,N
1,8,6,641,US,BWI,PIT,210,N
12,18,1,1751,DL,BHM,ATL,134,N
11,16,3,1515,WN,BUR,PHX,369,N
8,10,4,615,AA,DFW,ORD,802,N
7,11,1,749,XE,IAH,SDF,788,N
11,6,1,1546,WN,RDU,MDW,632,N
4,18,1,1057,MQ,ACT,DFW,89,N
6,9,4,920,WN,SNA,OAK,371,N
10,8,7,1252,AA,DCA,DFW,1192,N
10,6,4,1545,UA,ORD,CLT,599,N
2,3,4,1910,HP,PHX,OMA,1037,N
3,25,5,1405,WN,BNA,JAX,484,N
7,20,3,2040,EV,CVG,EVV,170,Y
4,10,1,2048,EV,ATL,FLO,273,N
6,17,6,733,AA,JFK,MIA,1090,Y
12,27,2,1433,DL,DEN,CVG,1069,N
